month,town,flat_type,block,street_name,floor_area_sqm,flat_model,lease_commence_date,num_transactions,min_price,max_price,avg_price,total_price
2015-02,ANG MO KIO,3 ROOM,473,ANG MO KIO AVE 10,67,New Generation,1984,7,262800,465000,354400,2480800
2015-03,ANG MO KIO,3 ROOM,474,ANG MO KIO AVE 10,82,New Generation,1984,7,287000,406000,347286,2431000
2015-02,ANG MO KIO,3 ROOM,475,ANG MO KIO AVE 10,67,New Generation,1979,8,283888,468000,338486,2707888
2015-05,ANG MO KIO,3 ROOM,476,ANG MO KIO AVE 10,82,New Generation,1979,9,280000,352000,312444,2812000
2015-06,ANG MO KIO,3 ROOM,534,ANG MO KIO AVE 10,68,New Generation,1980,11,280000,420000,320161,3521776
2015-02,ANG MO KIO,3 ROOM,536,ANG MO KIO AVE 10,68,New Generation,1980,7,293000,468000,348571,2440000
2015-06,ANG MO KIO,5 ROOM,539,ANG MO KIO AVE 10,118,Improved,1980,3,565000,650000,613333,1840000
2015-05,ANG MO KIO,4 ROOM,540,ANG MO KIO AVE 10,93,New Generation,1981,10,270000,820000,378200,3782000
2015-01,ANG MO KIO,3 ROOM,541,ANG MO KIO AVE 10,68,New Generation,1981,5,275000,342000,307000,1535000
2015-05,ANG MO KIO,3 ROOM,542,ANG MO KIO AVE 10,68,New Generation,1981,7,275000,380000,315000,2205000
2015-03,ANG MO KIO,4 ROOM,543,ANG MO KIO AVE 10,92,New Generation,1981,2,448000,489800,468900,937800
2015-08,ANG MO KIO,4 ROOM,544,ANG MO KIO AVE 10,92,New Generation,1981,4,410000,480000,433250,1733000
2015-02,ANG MO KIO,5 ROOM,545,ANG MO KIO AVE 10,118,Improved,1981,4,633888,675000,649722,2598888
2015-04,ANG MO KIO,4 ROOM,546,ANG MO KIO AVE 10,92,New Generation,1981,2,450000,452000,451000,902000
2015-06,ANG MO KIO,4 ROOM,547,ANG MO KIO AVE 10,92,New Generation,1981,4,370000,433000,412000,1648000
2015-10,ANG MO KIO,3 ROOM,548,ANG MO KIO AVE 10,68,New Generation,1981,1,308888,308888,308888,308888
2015-06,ANG MO KIO,3 ROOM,549,ANG MO KIO AVE 10,82,New Generation,1981,9,277000,656000,359722,3237500
2015-03,ANG MO KIO,3 ROOM,550,ANG MO KIO AVE 10,68,New Generation,1981,3,290000,428000,336000,1008000
2015-12,ANG MO KIO,5 ROOM,551,ANG MO KIO AVE 10,118,Improved,1981,6,567000,638000,604481,3626888
2015-02,ANG MO KIO,5 ROOM,552,ANG MO KIO AVE 10,119,Improved,1980,6,580000,655000,619500,3717000
2015-07,ANG MO KIO,5 ROOM,553,ANG MO KIO AVE 10,119,Improved,1980,4,570000,647000,624250,2497000
2016-07,ANG MO KIO,3 ROOM,554,ANG MO KIO AVE 10,68,New Generation,1981,1,290000,290000,290000,290000
2015-01,ANG MO KIO,3 ROOM,556,ANG MO KIO AVE 10,68,New Generation,1980,11,270000,800000,345752,3803276
2015-01,ANG MO KIO,3 ROOM,557,ANG MO KIO AVE 10,68,New Generation,1980,7,290000,438000,327857,2295000
2015-01,ANG MO KIO,3 ROOM,558,ANG MO KIO AVE 10,67,New Generation,1980,11,290000,415000,329616,3625776
2015-02,ANG MO KIO,3 ROOM,559,ANG MO KIO AVE 10,68,New Generation,1980,5,290888,310000,303378,1516888
2015-01,ANG MO KIO,3 ROOM,560,ANG MO KIO AVE 10,67,New Generation,1980,12,280000,425000,330491,3965888
2015-02,ANG MO KIO,3 ROOM,561,ANG MO KIO AVE 10,68,New Generation,1980,11,280000,399000,320353,3523888
2015-05,ANG MO KIO,3 ROOM,575,ANG MO KIO AVE 10,67,New Generation,1980,5,290000,350888,327178,1635888
2015-03,ANG MO KIO,3 ROOM,576,ANG MO KIO AVE 10,67,New Generation,1980,4,280000,390000,313750,1255000
2015-03,ANG MO KIO,3 ROOM,577,ANG MO KIO AVE 10,82,New Generation,1980,6,285000,463000,356167,2137000
2016-02,ANG MO KIO,EXECUTIVE,578,ANG MO KIO AVE 10,163,Adjoined flat,1980,4,295000,830000,580000,2320000
2015-03,ANG MO KIO,5 ROOM,259,ANG MO KIO AVE 2,135,Model A,1982,4,790000,880000,825222,3300888
2015-04,ANG MO KIO,5 ROOM,101,ANG MO KIO AVE 3,117,Standard,1978,3,508000,592888,560296,1680888
2015-05,ANG MO KIO,5 ROOM,102,ANG MO KIO AVE 3,127,Improved,1993,2,495000,640000,567500,1135000
2015-03,ANG MO KIO,3 ROOM,103,ANG MO KIO AVE 3,73,New Generation,1978,3,308000,321000,314667,944000
2015-03,ANG MO KIO,3 ROOM,119,ANG MO KIO AVE 3,67,New Generation,1978,8,305000,335000,319750,2558000
2015-03,ANG MO KIO,3 ROOM,120,ANG MO KIO AVE 3,67,New Generation,1978,4,265000,333000,311500,1246000
2015-01,ANG MO KIO,3 ROOM,121,ANG MO KIO AVE 3,67,New Generation,1978,8,290000,392000,334111,2672888
2015-10,ANG MO KIO,3 ROOM,122,ANG MO KIO AVE 3,82,New Generation,1978,6,280000,453000,347500,2085000
2016-01,ANG MO KIO,3 ROOM,126,ANG MO KIO AVE 3,67,New Generation,1978,7,265000,485000,352000,2464000
2015-02,ANG MO KIO,3 ROOM,127,ANG MO KIO AVE 3,67,New Generation,1978,10,290000,388000,320850,3208500
2015-11,ANG MO KIO,3 ROOM,128,ANG MO KIO AVE 3,67,New Generation,1978,5,305000,328000,313600,1568000
2015-03,ANG MO KIO,5 ROOM,129,ANG MO KIO AVE 3,146,Adjoined flat,1979,9,348000,688000,406556,3659000
2015-01,ANG MO KIO,3 ROOM,130,ANG MO KIO AVE 3,73,New Generation,1979,7,335000,457500,377071,2639500
2016-06,ANG MO KIO,4 ROOM,131,ANG MO KIO AVE 3,98,New Generation,1979,1,455000,455000,455000,455000
2015-05,ANG MO KIO,5 ROOM,132,ANG MO KIO AVE 3,123,Standard,1979,5,562500,640000,598678,2993388
2015-02,ANG MO KIO,4 ROOM,134,ANG MO KIO AVE 3,98,New Generation,1978,7,415000,525000,471429,3300000
2015-02,ANG MO KIO,3 ROOM,201,ANG MO KIO AVE 3,67,New Generation,1977,7,295000,422000,327698,2293888
2015-04,ANG MO KIO,4 ROOM,202,ANG MO KIO AVE 3,81,New Generation,1977,6,300000,408000,340500,2043000
2015-05,ANG MO KIO,4 ROOM,204,ANG MO KIO AVE 3,92,New Generation,1977,4,415888,440000,426472,1705888
2015-02,ANG MO KIO,4 ROOM,209,ANG MO KIO AVE 3,91,New Generation,1977,6,400000,478000,418333,2510000
2015-03,ANG MO KIO,4 ROOM,210,ANG MO KIO AVE 3,91,New Generation,1977,9,400000,500000,445321,4007888
2015-04,ANG MO KIO,3 ROOM,211,ANG MO KIO AVE 3,67,New Generation,1977,9,280000,445000,342000,3078000
2015-01,ANG MO KIO,3 ROOM,212,ANG MO KIO AVE 3,67,New Generation,1977,10,273000,340000,306689,3066888
2015-04,ANG MO KIO,3 ROOM,213,ANG MO KIO AVE 3,67,New Generation,1976,8,290000,380000,326188,2609500
2015-02,ANG MO KIO,3 ROOM,214,ANG MO KIO AVE 3,67,New Generation,1976,11,265000,405000,311909,3431000
2015-10,ANG MO KIO,4 ROOM,229,ANG MO KIO AVE 3,91,New Generation,1978,3,408000,412000,410000,1230000
2015-02,ANG MO KIO,3 ROOM,230,ANG MO KIO AVE 3,67,New Generation,1978,8,280000,418188,314774,2518188
2015-04,ANG MO KIO,4 ROOM,231,ANG MO KIO AVE 3,92,New Generation,1977,5,355000,420000,388000,1940000
2015-10,ANG MO KIO,3 ROOM,232,ANG MO KIO AVE 3,67,New Generation,1977,8,270000,325000,299125,2393000
2015-03,ANG MO KIO,3 ROOM,233,ANG MO KIO AVE 3,67,New Generation,1977,8,283000,420000,316750,2534000
2015-01,ANG MO KIO,5 ROOM,234,ANG MO KIO AVE 3,125,Improved,1993,5,390000,550000,476760,2383800
2015-02,ANG MO KIO,4 ROOM,235,ANG MO KIO AVE 3,92,New Generation,1977,5,290000,406000,326400,1632000
2015-02,ANG MO KIO,3 ROOM,301,ANG MO KIO AVE 3,73,New Generation,1978,13,327000,465000,365607,4752888
2015-02,ANG MO KIO,3 ROOM,302,ANG MO KIO AVE 3,73,New Generation,1978,15,310000,495000,383026,5745388
2015-12,ANG MO KIO,5 ROOM,311,ANG MO KIO AVE 3,123,Improved,1978,1,615000,615000,615000,615000
2015-06,ANG MO KIO,5 ROOM,312,ANG MO KIO AVE 3,123,Improved,1978,5,530000,695000,642600,3213000
2015-09,ANG MO KIO,3 ROOM,313,ANG MO KIO AVE 3,88,New Generation,1978,5,333000,460000,390600,1953000
2015-04,ANG MO KIO,2 ROOM,314,ANG MO KIO AVE 3,44,Improved,1978,9,220000,272000,249778,2248000
2015-11,ANG MO KIO,3 ROOM,322,ANG MO KIO AVE 3,73,New Generation,1977,6,380000,540000,416667,2500000
2015-04,ANG MO KIO,2 ROOM,323,ANG MO KIO AVE 3,44,Improved,1977,6,220000,270000,253833,1523000
2015-01,ANG MO KIO,4 ROOM,324,ANG MO KIO AVE 3,98,New Generation,1978,6,490000,583000,519167,3115000
2015-06,ANG MO KIO,4 ROOM,325,ANG MO KIO AVE 3,98,New Generation,1978,4,495000,580000,532000,2128000
2016-03,ANG MO KIO,4 ROOM,326,ANG MO KIO AVE 3,92,New Generation,1977,4,520000,590000,559750,2239000
2016-02,ANG MO KIO,4 ROOM,327,ANG MO KIO AVE 3,98,New Generation,1977,2,468000,500000,484000,968000
2015-06,ANG MO KIO,4 ROOM,328,ANG MO KIO AVE 3,98,New Generation,1978,9,330000,550000,415333,3738000
2015-02,ANG MO KIO,3 ROOM,329,ANG MO KIO AVE 3,73,New Generation,1978,7,370000,520000,411000,2877000
2015-08,ANG MO KIO,3 ROOM,343,ANG MO KIO AVE 3,73,New Generation,1978,6,364000,452000,404333,2426000
2015-06,ANG MO KIO,4 ROOM,344,ANG MO KIO AVE 3,98,New Generation,1978,7,410000,600000,559000,3913000
2015-04,ANG MO KIO,3 ROOM,345,ANG MO KIO AVE 3,73,New Generation,1978,8,320000,450000,377335,3018680
2015-02,ANG MO KIO,3 ROOM,346,ANG MO KIO AVE 3,88,New Generation,1978,8,356000,915000,509875,4079000
2015-04,ANG MO KIO,3 ROOM,348,ANG MO KIO AVE 3,73,New Generation,1978,6,375000,495000,404667,2428000
2015-12,ANG MO KIO,3 ROOM,422,ANG MO KIO AVE 3,73,New Generation,1979,2,363800,368000,365900,731800
2016-03,ANG MO KIO,4 ROOM,423,ANG MO KIO AVE 3,108,Model A,1993,1,585000,585000,585000,585000
2015-01,ANG MO KIO,3 ROOM,424,ANG MO KIO AVE 3,73,New Generation,1979,2,368000,370000,369000,738000
2015-06,ANG MO KIO,3 ROOM,425,ANG MO KIO AVE 3,73,New Generation,1979,3,360000,388000,376333,1129000
2015-03,ANG MO KIO,4 ROOM,426,ANG MO KIO AVE 3,92,New Generation,1978,4,457500,485000,471375,1885500
2015-06,ANG MO KIO,4 ROOM,427,ANG MO KIO AVE 3,92,New Generation,1978,6,385000,500000,458000,2748000
2015-01,ANG MO KIO,4 ROOM,428,ANG MO KIO AVE 3,92,New Generation,1978,6,411000,490000,469333,2816000
2015-02,ANG MO KIO,4 ROOM,429,ANG MO KIO AVE 3,92,New Generation,1978,3,473000,492800,483600,1450800
2015-07,ANG MO KIO,5 ROOM,430,ANG MO KIO AVE 3,119,Improved,1979,5,560000,680000,634400,3172000
2015-01,ANG MO KIO,4 ROOM,562,ANG MO KIO AVE 3,92,New Generation,1980,4,410888,423000,416444,1665776
2015-11,ANG MO KIO,4 ROOM,563,ANG MO KIO AVE 3,92,New Generation,1980,4,428000,480000,456272,1825088
2015-01,ANG MO KIO,3 ROOM,564,ANG MO KIO AVE 3,68,New Generation,1985,11,278000,360000,312136,3433500
2015-03,ANG MO KIO,4 ROOM,565,ANG MO KIO AVE 3,92,New Generation,1980,11,270000,425000,337636,3714000
2015-03,ANG MO KIO,3 ROOM,570,ANG MO KIO AVE 3,67,New Generation,1979,10,300000,450000,330500,3305000
2015-02,ANG MO KIO,4 ROOM,571,ANG MO KIO AVE 3,92,New Generation,1979,12,280000,439000,336974,4043688
2015-08,ANG MO KIO,4 ROOM,572,ANG MO KIO AVE 3,92,New Generation,1979,6,425000,505000,471433,2828600
2015-01,ANG MO KIO,4 ROOM,573,ANG MO KIO AVE 3,92,New Generation,1979,4,445000,488000,468250,1873000
2015-01,ANG MO KIO,3 ROOM,584,ANG MO KIO AVE 3,82,New Generation,1979,12,310000,510000,366833,4402000
2015-03,ANG MO KIO,3 ROOM,585,ANG MO KIO AVE 3,67,New Generation,1979,4,310000,395000,355500,1422000
2015-02,ANG MO KIO,3 ROOM,586,ANG MO KIO AVE 3,67,New Generation,1979,5,312000,370000,341378,1706888
2015-04,ANG MO KIO,3 ROOM,587,ANG MO KIO AVE 3,67,New Generation,1979,6,325000,515000,392667,2356000
2015-06,ANG MO KIO,4 ROOM,105,ANG MO KIO AVE 4,92,New Generation,1978,5,433888,455000,444878,2224388
2015-05,ANG MO KIO,3 ROOM,106,ANG MO KIO AVE 4,74,New Generation,1978,5,285000,488000,365600,1828000
2015-07,ANG MO KIO,3 ROOM,107,ANG MO KIO AVE 4,74,New Generation,1978,4,275000,337088,314522,1258088
2015-05,ANG MO KIO,3 ROOM,108,ANG MO KIO AVE 4,67,New Generation,1978,6,285000,445000,349500,2097000
2015-01,ANG MO KIO,3 ROOM,109,ANG MO KIO AVE 4,67,New Generation,1978,8,298000,438000,324125,2593000
2015-10,ANG MO KIO,4 ROOM,110,ANG MO KIO AVE 4,83,New Generation,1978,6,310000,425888,363648,2181888
2015-04,ANG MO KIO,5 ROOM,111,ANG MO KIO AVE 4,117,Improved,1978,3,470000,560000,521667,1565000
2015-02,ANG MO KIO,3 ROOM,112,ANG MO KIO AVE 4,73,New Generation,1978,5,328000,355000,335200,1676000
2016-03,ANG MO KIO,4 ROOM,113,ANG MO KIO AVE 4,92,New Generation,1978,3,453000,475000,464333,1393000
2015-06,ANG MO KIO,3 ROOM,114,ANG MO KIO AVE 4,74,New Generation,1978,3,332000,475000,381667,1145000
2015-04,ANG MO KIO,2 ROOM,116,ANG MO KIO AVE 4,44,Improved,1978,6,237500,252000,243417,1460500
2015-01,ANG MO KIO,4 ROOM,117,ANG MO KIO AVE 4,98,New Generation,1978,7,320000,476000,369000,2583000
2015-03,ANG MO KIO,3 ROOM,118,ANG MO KIO AVE 4,88,New Generation,1978,5,310000,390000,347000,1735000
2016-03,ANG MO KIO,3 ROOM,155,ANG MO KIO AVE 4,68,New Generation,1981,3,280888,313800,293563,880688
2015-01,ANG MO KIO,3 ROOM,156,ANG MO KIO AVE 4,68,New Generation,1981,8,305000,340000,317125,2537000
2016-06,ANG MO KIO,3 ROOM,157,ANG MO KIO AVE 4,69,New Generation,1980,1,307000,307000,307000,307000
2015-09,ANG MO KIO,3 ROOM,159,ANG MO KIO AVE 4,69,New Generation,1980,2,276000,340000,308000,616000
2015-01,ANG MO KIO,3 ROOM,163,ANG MO KIO AVE 4,69,New Generation,1980,6,285000,362000,308667,1852000
2015-02,ANG MO KIO,3 ROOM,170,ANG MO KIO AVE 4,60,Improved,1986,5,222000,285000,266200,1331000
2016-05,ANG MO KIO,5 ROOM,171,ANG MO KIO AVE 4,127,Improved,1982,2,655000,665000,660000,1320000
2015-02,ANG MO KIO,2 ROOM,172,ANG MO KIO AVE 4,45,Improved,1986,10,240000,318000,272789,2727888
2015-12,ANG MO KIO,4 ROOM,173,ANG MO KIO AVE 4,91,New Generation,1982,6,380000,443000,426833,2561000
2015-01,ANG MO KIO,3 ROOM,174,ANG MO KIO AVE 4,60,Improved,1986,5,253000,310000,276600,1383000
2015-02,ANG MO KIO,4 ROOM,175,ANG MO KIO AVE 4,91,New Generation,1981,6,395000,442888,424963,2549776
2016-04,ANG MO KIO,5 ROOM,176,ANG MO KIO AVE 4,136,Model A,1993,2,645000,660000,652500,1305000
2015-01,ANG MO KIO,4 ROOM,177,ANG MO KIO AVE 4,91,New Generation,1981,6,380000,450000,420167,2521000
2015-06,ANG MO KIO,3 ROOM,178,ANG MO KIO AVE 4,68,New Generation,1981,13,282000,430800,349985,4549800
2015-01,ANG MO KIO,4 ROOM,254,ANG MO KIO AVE 4,97,New Generation,1977,2,400000,465000,432500,865000
2016-02,ANG MO KIO,3 ROOM,255,ANG MO KIO AVE 4,73,New Generation,1977,3,303000,485000,376000,1128000
2015-02,ANG MO KIO,3 ROOM,256,ANG MO KIO AVE 4,73,New Generation,1977,4,310000,400000,356250,1425000
2015-06,ANG MO KIO,3 ROOM,258,ANG MO KIO AVE 4,73,New Generation,1977,3,285000,307000,296667,890000
2015-03,ANG MO KIO,3 ROOM,607,ANG MO KIO AVE 4,68,New Generation,1980,7,260000,325000,298000,2086000
2015-02,ANG MO KIO,5 ROOM,609,ANG MO KIO AVE 4,134,Model A,1993,3,441500,550000,477833,1433500
2015-03,ANG MO KIO,3 ROOM,610,ANG MO KIO AVE 4,68,New Generation,1980,9,295000,458000,352556,3173000
2015-01,ANG MO KIO,4 ROOM,612,ANG MO KIO AVE 4,91,New Generation,1980,8,400000,468000,435611,3484888
2015-10,ANG MO KIO,EXECUTIVE,613,ANG MO KIO AVE 4,153,Apartment,1996,3,628000,800000,729333,2188000
2015-05,ANG MO KIO,EXECUTIVE,614,ANG MO KIO AVE 4,147,Apartment,1996,2,750000,815000,782500,1565000
2016-09,ANG MO KIO,EXECUTIVE,615,ANG MO KIO AVE 4,147,Apartment,1996,4,630000,779000,726222,2904888
2015-05,ANG MO KIO,EXECUTIVE,616,ANG MO KIO AVE 4,148,Maisonette,1996,1,835000,835000,835000,835000
2016-05,ANG MO KIO,4 ROOM,617,ANG MO KIO AVE 4,107,Model A,1996,3,455000,603000,525333,1576000
2015-02,ANG MO KIO,5 ROOM,619,ANG MO KIO AVE 4,133,Model A,1996,3,523000,548000,536333,1609000
2015-03,ANG MO KIO,3 ROOM,624,ANG MO KIO AVE 4,68,New Generation,1980,13,265000,325000,306769,3988000
2015-10,ANG MO KIO,3 ROOM,629,ANG MO KIO AVE 4,67,New Generation,1981,2,273000,290000,281500,563000
2016-04,ANG MO KIO,3 ROOM,630,ANG MO KIO AVE 4,67,New Generation,1981,4,293000,370000,324500,1298000
2015-01,ANG MO KIO,3 ROOM,631,ANG MO KIO AVE 4,67,New Generation,1985,15,280000,470000,334733,5021000
2015-03,ANG MO KIO,3 ROOM,632,ANG MO KIO AVE 4,67,New Generation,1981,6,290000,350000,311167,1867000
2016-03,ANG MO KIO,3 ROOM,644,ANG MO KIO AVE 4,75,New Generation,1980,2,375000,375000,375000,750000
2015-01,ANG MO KIO,4 ROOM,150,ANG MO KIO AVE 5,93,New Generation,1981,6,286000,438000,364000,2184000
2015-02,ANG MO KIO,3 ROOM,151,ANG MO KIO AVE 5,68,New Generation,1981,8,295000,315000,304472,2435776
2015-01,ANG MO KIO,3 ROOM,152,ANG MO KIO AVE 5,82,New Generation,1981,14,275000,344000,302277,4231876
2015-01,ANG MO KIO,3 ROOM,153,ANG MO KIO AVE 5,68,New Generation,1981,10,260000,330000,297600,2976000
2015-06,ANG MO KIO,4 ROOM,154,ANG MO KIO AVE 5,93,New Generation,1981,6,300000,480000,431833,2591000
2015-04,ANG MO KIO,4 ROOM,179,ANG MO KIO AVE 5,91,New Generation,1981,8,380000,438000,413625,3309000
2015-04,ANG MO KIO,3 ROOM,180,ANG MO KIO AVE 5,68,New Generation,1981,11,272000,376000,303727,3341000
2015-05,ANG MO KIO,3 ROOM,181,ANG MO KIO AVE 5,68,New Generation,1981,7,260000,397000,313143,2192000
2015-03,ANG MO KIO,3 ROOM,182,ANG MO KIO AVE 5,68,New Generation,1981,5,280000,430000,317600,1588000
2015-06,ANG MO KIO,5 ROOM,501,ANG MO KIO AVE 5,121,Improved,1981,4,573000,670000,627747,2510988
2015-04,ANG MO KIO,4 ROOM,502,ANG MO KIO AVE 5,93,New Generation,1981,7,295000,630000,393286,2753000
2015-02,ANG MO KIO,3 ROOM,503,ANG MO KIO AVE 5,68,New Generation,1981,10,280000,460000,350600,3506000
2015-07,ANG MO KIO,5 ROOM,520,ANG MO KIO AVE 5,118,Improved,1980,4,580000,710000,633750,2535000
2015-05,ANG MO KIO,5 ROOM,521,ANG MO KIO AVE 5,118,Improved,1980,6,568000,700000,666333,3998000
2015-04,ANG MO KIO,4 ROOM,522,ANG MO KIO AVE 5,91,New Generation,1980,1,450000,450000,450000,450000
2015-05,ANG MO KIO,3 ROOM,523,ANG MO KIO AVE 5,68,New Generation,1980,10,305000,348000,327900,3279000
2015-05,ANG MO KIO,3 ROOM,524,ANG MO KIO AVE 5,68,New Generation,1980,7,290000,343000,315429,2208000
2015-10,ANG MO KIO,3 ROOM,533,ANG MO KIO AVE 5,67,New Generation,1980,6,280000,468000,350167,2101000
2015-02,ANG MO KIO,3 ROOM,535,ANG MO KIO AVE 5,67,New Generation,1980,10,290000,485000,350989,3509888
2015-06,ANG MO KIO,4 ROOM,537,ANG MO KIO AVE 5,92,New Generation,1980,2,412000,480000,446000,892000
2015-02,ANG MO KIO,3 ROOM,538,ANG MO KIO AVE 5,68,New Generation,1980,5,287000,343888,308178,1540888
2015-06,ANG MO KIO,3 ROOM,601,ANG MO KIO AVE 5,67,New Generation,1980,13,270000,448000,327692,4260000
2016-02,ANG MO KIO,3 ROOM,602,ANG MO KIO AVE 5,67,New Generation,1980,4,275000,413888,342972,1371888
2015-01,ANG MO KIO,3 ROOM,603,ANG MO KIO AVE 5,67,New Generation,1980,7,280000,450000,341286,2389000
2015-04,ANG MO KIO,3 ROOM,604,ANG MO KIO AVE 5,67,New Generation,1980,7,262000,405000,305286,2137000
2015-02,ANG MO KIO,3 ROOM,605,ANG MO KIO AVE 5,67,New Generation,1980,7,282000,335000,305286,2137000
2015-05,ANG MO KIO,4 ROOM,606,ANG MO KIO AVE 5,91,New Generation,1980,5,291000,398000,342600,1713000
2015-09,ANG MO KIO,3 ROOM,608,ANG MO KIO AVE 5,82,New Generation,1980,4,282000,438000,370250,1481000
2015-06,ANG MO KIO,3 ROOM,611,ANG MO KIO AVE 5,67,New Generation,1980,7,280000,575000,351286,2459000
2015-05,ANG MO KIO,5 ROOM,642,ANG MO KIO AVE 5,121,Improved,1980,3,490000,600000,563333,1690000
2015-02,ANG MO KIO,3 ROOM,643,ANG MO KIO AVE 5,75,New Generation,1980,10,305000,485000,375100,3751000
2015-01,ANG MO KIO,5 ROOM,648,ANG MO KIO AVE 5,121,Improved,1980,8,488000,615000,543750,4350000
2015-02,ANG MO KIO,4 ROOM,649,ANG MO KIO AVE 5,99,New Generation,1980,18,325000,472000,368326,6629864
2015-03,ANG MO KIO,4 ROOM,124,ANG MO KIO AVE 6,92,New Generation,1979,7,335000,460000,393257,2752800
2015-02,ANG MO KIO,3 ROOM,633,ANG MO KIO AVE 6,67,New Generation,1985,10,283000,467000,344889,3448888
2015-02,ANG MO KIO,4 ROOM,634,ANG MO KIO AVE 6,91,New Generation,1980,5,433000,495000,477600,2388000
2015-04,ANG MO KIO,4 ROOM,635,ANG MO KIO AVE 6,92,New Generation,1980,7,315000,488888,389198,2724388
2016-07,ANG MO KIO,4 ROOM,636,ANG MO KIO AVE 6,91,New Generation,1980,1,450000,450000,450000,450000
2015-12,ANG MO KIO,3 ROOM,637,ANG MO KIO AVE 6,68,New Generation,1980,7,293000,460000,363126,2541880
2015-11,ANG MO KIO,4 ROOM,638,ANG MO KIO AVE 6,91,New Generation,1980,4,438000,490000,455750,1823000
2015-05,ANG MO KIO,3 ROOM,639,ANG MO KIO AVE 6,68,New Generation,1980,6,285000,475000,328148,1968888
2016-02,ANG MO KIO,4 ROOM,640,ANG MO KIO AVE 6,92,New Generation,1980,1,487000,487000,487000,487000
2015-01,ANG MO KIO,3 ROOM,646,ANG MO KIO AVE 6,75,New Generation,1980,12,335000,540000,414650,4975800
2015-02,ANG MO KIO,5 ROOM,700A,ANG MO KIO AVE 6,111,Improved,2003,1,810888,810888,810888,810888
2015-05,ANG MO KIO,4 ROOM,700B,ANG MO KIO AVE 6,90,Model A,2003,3,536000,830000,678667,2036000
2015-01,ANG MO KIO,5 ROOM,700C,ANG MO KIO AVE 6,111,Improved,2003,9,550000,850000,738321,6644888
2016-10,ANG MO KIO,3 ROOM,713,ANG MO KIO AVE 6,68,New Generation,1980,1,338000,338000,338000,338000
2015-04,ANG MO KIO,5 ROOM,714,ANG MO KIO AVE 6,119,Improved,1980,3,638000,685000,667667,2003000
2016-07,ANG MO KIO,5 ROOM,716,ANG MO KIO AVE 6,119,Improved,1980,1,633000,633000,633000,633000
2016-02,ANG MO KIO,5 ROOM,725,ANG MO KIO AVE 6,119,Improved,1980,2,680000,720000,700000,1400000
2016-01,ANG MO KIO,3 ROOM,727,ANG MO KIO AVE 6,67,New Generation,1980,1,325000,325000,325000,325000
2015-06,ANG MO KIO,3 ROOM,728,ANG MO KIO AVE 6,67,New Generation,1980,2,320000,328000,324000,648000
2015-01,ANG MO KIO,5 ROOM,729,ANG MO KIO AVE 6,119,Improved,1980,3,635000,670000,648629,1945888
2015-03,ANG MO KIO,3 ROOM,504,ANG MO KIO AVE 8,82,New Generation,1980,7,280000,375000,330286,2312000
2015-10,ANG MO KIO,3 ROOM,505,ANG MO KIO AVE 8,68,New Generation,1980,4,295000,362000,328500,1314000
2015-01,ANG MO KIO,3 ROOM,506,ANG MO KIO AVE 8,68,New Generation,1980,6,319000,348000,331000,1986000
2015-02,ANG MO KIO,4 ROOM,507,ANG MO KIO AVE 8,91,New Generation,1980,5,326000,470000,384400,1922000
2015-02,ANG MO KIO,2 ROOM,508,ANG MO KIO AVE 8,44,Improved,1980,5,230000,245000,240000,1200000
2015-04,ANG MO KIO,3 ROOM,509,ANG MO KIO AVE 8,67,New Generation,1980,4,323000,398000,348000,1392000
2015-04,ANG MO KIO,2 ROOM,510,ANG MO KIO AVE 8,44,Improved,1980,1,245000,245000,245000,245000
2015-09,ANG MO KIO,4 ROOM,511,ANG MO KIO AVE 8,91,New Generation,1980,3,440000,493000,467667,1403000
2015-02,ANG MO KIO,3 ROOM,512,ANG MO KIO AVE 8,68,New Generation,1980,6,300000,365000,337667,2026000
2015-03,ANG MO KIO,3 ROOM,513,ANG MO KIO AVE 8,67,New Generation,1984,8,300009,443000,339189,2713509
2015-10,ANG MO KIO,3 ROOM,704,ANG MO KIO AVE 8,68,New Generation,1981,1,317000,317000,317000,317000
2015-01,ANG MO KIO,3 ROOM,709,ANG MO KIO AVE 8,68,New Generation,1980,1,290000,290000,290000,290000
2016-03,ANG MO KIO,5 ROOM,710,ANG MO KIO AVE 8,117,Improved,1980,2,670000,690000,680000,1360000
2015-06,ANG MO KIO,5 ROOM,620,ANG MO KIO AVE 9,121,Improved,1980,5,550000,640000,595000,2975000
2015-06,ANG MO KIO,3 ROOM,621,ANG MO KIO AVE 9,68,New Generation,1980,5,300000,400000,337800,1689000
2016-04,ANG MO KIO,5 ROOM,622,ANG MO KIO AVE 9,121,Improved,1980,2,548000,567000,557500,1115000
2016-06,ANG MO KIO,3 ROOM,623,ANG MO KIO AVE 9,68,New Generation,1980,5,295000,440000,333000,1665000
2015-07,ANG MO KIO,3 ROOM,625,ANG MO KIO AVE 9,68,New Generation,1980,6,282000,445000,327500,1965000
2015-03,ANG MO KIO,5 ROOM,627,ANG MO KIO AVE 9,126,Improved,1993,2,515000,565000,540000,1080000
2016-02,ANG MO KIO,EXECUTIVE,104A,ANG MO KIO ST 11,146,Maisonette,1996,2,810000,820000,815000,1630000
2015-10,ANG MO KIO,5 ROOM,104B,ANG MO KIO ST 11,126,Improved,1996,1,680000,680000,680000,680000
