month,town,flat_type,block,street_name,floor_area_sqm,flat_model,lease_commence_date,num_transactions,min_price,max_price,avg_price,total_price
2015-01,GEYLANG,2 ROOM,109,ALJUNIED CRES,45,Improved,1986,10,239888,450000,302878,3028776
2015-04,GEYLANG,5 ROOM,110,ALJUNIED CRES,121,Improved,1980,4,565000,633000,610000,2440000
2015-06,GEYLANG,4 ROOM,111,ALJUNIED CRES,92,New Generation,1978,4,307000,477500,379125,1516500
2015-03,GEYLANG,3 ROOM,112,ALJUNIED CRES,67,New Generation,1980,9,310000,470000,362667,3264000
2015-03,GEYLANG,3 ROOM,95,ALJUNIED CRES,65,Improved,1975,4,315000,340888,325722,1302888
2015-02,GEYLANG,2 ROOM,96,ALJUNIED CRES,46,Improved,1979,2,237000,243000,240000,480000
2015-03,GEYLANG,3 ROOM,97,ALJUNIED CRES,65,Improved,1975,3,310000,340000,323333,970000
2016-05,GEYLANG,3 ROOM,98,ALJUNIED CRES,65,Improved,1975,4,265000,338000,296500,1186000
2015-07,GEYLANG,3 ROOM,99,ALJUNIED CRES,67,New Generation,1978,10,268000,488000,369900,3699000
2015-01,GEYLANG,5 ROOM,125,ALJUNIED RD,121,Improved,1983,6,525000,650000,582667,3496000
2015-02,GEYLANG,5 ROOM,126,ALJUNIED RD,121,Improved,1983,3,555000,570000,563333,1690000
2015-10,SENGKANG,5 ROOM,301A,ANCHORVALE DR,110,Improved,2001,7,363500,490000,437627,3063388
2015-04,SENGKANG,4 ROOM,301B,ANCHORVALE DR,90,Model A,2001,7,380000,468000,420000,2940000
2015-03,SENGKANG,5 ROOM,301C,ANCHORVALE DR,111,Improved,2001,6,370000,480000,429000,2574000
2015-04,SENGKANG,5 ROOM,301D,ANCHORVALE DR,111,Improved,2001,7,410000,498000,452857,3170000
2015-10,SENGKANG,4 ROOM,319A,ANCHORVALE DR,90,Model A,2002,6,385000,480000,424815,2548888
2015-01,SENGKANG,5 ROOM,319B,ANCHORVALE DR,110,Improved,2002,10,387000,508000,458209,4582088
2015-01,SENGKANG,5 ROOM,319C,ANCHORVALE DR,110,Improved,2002,8,360000,500000,456250,3650000
2015-02,SENGKANG,4 ROOM,320A,ANCHORVALE DR,87,Model A2,2002,4,400000,432500,416375,1665500
2015-06,SENGKANG,5 ROOM,320B,ANCHORVALE DR,110,Improved,2002,5,385000,482000,428400,2142000
2015-11,SENGKANG,EXECUTIVE,320C,ANCHORVALE DR,125,Apartment,2002,1,570000,570000,570000,570000
2016-09,SENGKANG,5 ROOM,320D,ANCHORVALE DR,110,Improved,2002,1,525000,525000,525000,525000
2016-03,SENGKANG,4 ROOM,321A,ANCHORVALE DR,90,Model A,2002,2,405000,420000,412500,825000
2015-03,SENGKANG,5 ROOM,321B,ANCHORVALE DR,110,Improved,2002,6,408000,500000,447967,2687800
2015-08,SENGKANG,5 ROOM,321C,ANCHORVALE DR,110,Improved,2002,2,450000,530000,490000,980000
2015-01,SENGKANG,4 ROOM,322A,ANCHORVALE DR,85,Model A2,2002,9,371000,425000,402210,3619888
2015-08,SENGKANG,5 ROOM,322B,ANCHORVALE DR,110,Improved,2002,2,430000,430000,430000,860000
2015-09,SENGKANG,5 ROOM,322C,ANCHORVALE DR,110,Improved,2002,4,400000,515000,462750,1851000
2016-08,SENGKANG,5 ROOM,311A,ANCHORVALE LANE,111,Premium Apartment,2002,3,383000,420000,398333,1195000
2015-02,SENGKANG,4 ROOM,311B,ANCHORVALE LANE,95,Premium Apartment,2002,8,363000,440000,405875,3247000
2015-06,SENGKANG,4 ROOM,311C,ANCHORVALE LANE,93,Premium Apartment,2002,6,370000,430000,408333,2450000
2015-02,SENGKANG,4 ROOM,311D,ANCHORVALE LANE,93,Premium Apartment,2002,6,355000,435000,394667,2368000
2015-04,SENGKANG,5 ROOM,312A,ANCHORVALE LANE,113,Premium Apartment,2002,4,440000,572889,513222,2052889
2015-02,SENGKANG,EXECUTIVE,312B,ANCHORVALE LANE,127,Premium Apartment,2002,6,422000,546688,471115,2826688
2016-08,SENGKANG,4 ROOM,302A,ANCHORVALE LINK,90,Model A,2001,2,380000,438000,409000,818000
2015-01,SENGKANG,3 ROOM,302B,ANCHORVALE LINK,83,Model A,2007,15,248000,360000,314518,4717776
2015-02,SENGKANG,EXECUTIVE,302C,ANCHORVALE LINK,130,Apartment,2001,9,560000,620000,585988,5273888
2015-04,SENGKANG,EXECUTIVE,302D,ANCHORVALE LINK,130,Apartment,2001,13,505000,610000,566876,7369388
2015-06,SENGKANG,5 ROOM,303A,ANCHORVALE LINK,110,Improved,2001,3,367000,460000,428333,1285000
2015-01,SENGKANG,4 ROOM,303B,ANCHORVALE LINK,88,Model A2,2001,10,330000,395000,363989,3639888
2015-01,SENGKANG,4 ROOM,303C,ANCHORVALE LINK,86,Model A2,2001,8,335000,380000,357250,2858000
2015-07,SENGKANG,4 ROOM,304A,ANCHORVALE LINK,90,Model A,2002,9,350000,450000,389422,3504800
2015-07,SENGKANG,5 ROOM,304B,ANCHORVALE LINK,110,Improved,2001,4,375000,450000,416250,1665000
2015-04,SENGKANG,5 ROOM,305A,ANCHORVALE LINK,110,Improved,2002,5,365000,460000,394200,1971000
2016-02,SENGKANG,5 ROOM,305B,ANCHORVALE LINK,110,Improved,2001,3,418000,460000,439333,1318000
2015-05,SENGKANG,4 ROOM,305C,ANCHORVALE LINK,90,Model A,2001,6,350000,488000,441065,2646388
2015-03,SENGKANG,4 ROOM,305D,ANCHORVALE LINK,90,Model A,2002,5,368000,457000,416778,2083888
2015-04,SENGKANG,4 ROOM,306A,ANCHORVALE LINK,90,Model A,2002,5,350000,469000,421400,2107000
2015-01,SENGKANG,EXECUTIVE,306B,ANCHORVALE LINK,125,Apartment,2001,7,470000,560000,523571,3665000
2015-01,SENGKANG,4 ROOM,306C,ANCHORVALE LINK,90,Model A,2002,11,310000,446000,381717,4198888
2015-07,SENGKANG,4 ROOM,314A,ANCHORVALE LINK,92,Premium Apartment,2003,3,378000,470000,436000,1308000
2015-06,SENGKANG,4 ROOM,314B,ANCHORVALE LINK,92,Premium Apartment,2003,6,385000,455000,420500,2523000
2015-04,SENGKANG,5 ROOM,314C,ANCHORVALE LINK,110,Premium Apartment,2003,7,380000,470000,431055,3017388
2015-08,SENGKANG,4 ROOM,314D,ANCHORVALE LINK,92,Premium Apartment,2003,3,348000,550000,427667,1283000
2015-03,SENGKANG,5 ROOM,316A,ANCHORVALE LINK,110,Premium Apartment,2003,8,420000,573000,475375,3803000
2015-04,SENGKANG,5 ROOM,316B,ANCHORVALE LINK,110,Premium Apartment,2003,7,430000,588000,496286,3474000
2015-03,SENGKANG,5 ROOM,316C,ANCHORVALE LINK,110,Premium Apartment,2003,7,433000,555000,493571,3455000
2015-04,SENGKANG,5 ROOM,318A,ANCHORVALE LINK,110,Premium Apartment,2003,3,365000,480000,426667,1280000
2015-06,SENGKANG,5 ROOM,318B,ANCHORVALE LINK,110,Premium Apartment,2003,5,440000,480000,460400,2302000
2015-05,SENGKANG,5 ROOM,318C,ANCHORVALE LINK,110,Premium Apartment,2003,7,392000,470000,432571,3028000
2015-02,SENGKANG,5 ROOM,318D,ANCHORVALE LINK,110,Premium Apartment,2003,7,390000,470000,423000,2961000
2015-06,SENGKANG,4 ROOM,307A,ANCHORVALE RD,90,Model A,2001,2,366000,430000,398000,796000
2015-03,SENGKANG,EXECUTIVE,307B,ANCHORVALE RD,128,Apartment,2001,10,450000,565000,513689,5136888
2015-06,SENGKANG,4 ROOM,307C,ANCHORVALE RD,90,Model A,2001,2,409000,410000,409500,819000
2015-02,SENGKANG,5 ROOM,307D,ANCHORVALE RD,110,Improved,2001,8,375000,450000,415750,3326000
2015-07,SENGKANG,4 ROOM,308A,ANCHORVALE RD,90,Model A,2002,6,345000,448888,391398,2348388
2015-02,SENGKANG,4 ROOM,308B,ANCHORVALE RD,90,Model A,2001,6,380000,468888,430648,2583888
2015-05,SENGKANG,4 ROOM,308C,ANCHORVALE RD,90,Model A,2002,5,355000,440000,378400,1892000
2015-02,SENGKANG,4 ROOM,309A,ANCHORVALE RD,90,Premium Apartment,2002,4,360000,450000,419500,1678000
2015-02,SENGKANG,4 ROOM,309B,ANCHORVALE RD,95,Premium Apartment,2002,6,370000,440000,400833,2405000
2015-02,SENGKANG,4 ROOM,309C,ANCHORVALE RD,93,Premium Apartment,2002,4,350000,379000,367500,1470000
2016-07,SENGKANG,5 ROOM,309D,ANCHORVALE RD,112,Premium Apartment,2002,1,420000,420000,420000,420000
2015-03,SENGKANG,5 ROOM,310A,ANCHORVALE RD,111,Premium Apartment,2003,8,385000,555000,456375,3651000
2015-07,SENGKANG,5 ROOM,310B,ANCHORVALE RD,113,Premium Apartment,2003,4,400000,550000,445922,1783688
2015-12,SENGKANG,5 ROOM,313A,ANCHORVALE RD,110,Premium Apartment,2003,6,390000,500000,435815,2614888
2015-05,SENGKANG,5 ROOM,313B,ANCHORVALE RD,110,Premium Apartment,2003,7,398000,468000,445413,3117888
2015-03,SENGKANG,4 ROOM,313C,ANCHORVALE RD,92,Premium Apartment,2003,8,325000,460000,428361,3426888
2015-10,SENGKANG,EXECUTIVE,313D,ANCHORVALE RD,125,Premium Apartment,2003,6,380000,553000,492815,2956888
2016-04,SENGKANG,5 ROOM,315A,ANCHORVALE RD,110,Premium Apartment,2003,3,428000,555000,476000,1428000
2015-06,SENGKANG,EXECUTIVE,315B,ANCHORVALE RD,125,Premium Apartment,2003,3,538000,610000,567667,1703000
2015-08,SENGKANG,5 ROOM,315C,ANCHORVALE RD,110,Premium Apartment,2003,7,420000,535000,467429,3272000
2015-04,SENGKANG,4 ROOM,317A,ANCHORVALE RD,92,Premium Apartment,2003,6,390000,485000,441667,2650000
2015-06,SENGKANG,5 ROOM,317B,ANCHORVALE RD,110,Premium Apartment,2003,6,412000,481000,448500,2691000
2016-05,SENGKANG,5 ROOM,317C,ANCHORVALE RD,110,Premium Apartment,2003,5,368888,457000,411155,2055776
2015-04,SENGKANG,EXECUTIVE,317D,ANCHORVALE RD,125,Premium Apartment,2003,4,375000,620000,537500,2150000
2016-11,ANG MO KIO,4 ROOM,205,ANG MO KIO AVE 1,98,New Generation,1977,1,475000,475000,475000,475000
2015-01,ANG MO KIO,4 ROOM,207,ANG MO KIO AVE 1,97,New Generation,1976,1,475000,475000,475000,475000
2015-05,ANG MO KIO,3 ROOM,208,ANG MO KIO AVE 1,73,New Generation,1976,4,320000,333888,328722,1314888
2015-07,ANG MO KIO,3 ROOM,215,ANG MO KIO AVE 1,73,New Generation,1976,4,298888,368000,337472,1349888
2015-09,ANG MO KIO,3 ROOM,216,ANG MO KIO AVE 1,73,New Generation,1976,4,308000,325000,317000,1268000
2015-01,ANG MO KIO,3 ROOM,218,ANG MO KIO AVE 1,67,New Generation,1976,7,290000,390000,331698,2321888
2015-04,ANG MO KIO,3 ROOM,219,ANG MO KIO AVE 1,67,New Generation,1977,8,280000,442888,348486,2787888
2015-03,ANG MO KIO,3 ROOM,220,ANG MO KIO AVE 1,67,New Generation,1977,9,277000,332000,303889,2735000
2016-06,ANG MO KIO,5 ROOM,221,ANG MO KIO AVE 1,127,Improved,1993,2,446000,520000,483000,966000
2015-09,ANG MO KIO,4 ROOM,222,ANG MO KIO AVE 1,103,Model A,1993,2,468000,495000,481500,963000
2015-01,ANG MO KIO,4 ROOM,223,ANG MO KIO AVE 1,92,New Generation,1978,6,269000,423000,342000,2052000
2015-04,ANG MO KIO,3 ROOM,225,ANG MO KIO AVE 1,67,New Generation,1978,8,278000,360000,304250,2434000
2015-09,ANG MO KIO,4 ROOM,226,ANG MO KIO AVE 1,91,New Generation,1978,4,380000,423000,402750,1611000
2016-09,ANG MO KIO,3 ROOM,226E,ANG MO KIO AVE 1,66,Improved,1994,1,276800,276800,276800,276800
2015-08,ANG MO KIO,4 ROOM,303,ANG MO KIO AVE 1,97,New Generation,1977,7,445000,526800,488114,3416800
2015-12,ANG MO KIO,4 ROOM,304,ANG MO KIO AVE 1,97,New Generation,1977,3,465000,500000,485000,1455000
2015-07,ANG MO KIO,4 ROOM,305,ANG MO KIO AVE 1,97,New Generation,1977,4,510000,700000,640222,2560888
2015-01,ANG MO KIO,5 ROOM,306,ANG MO KIO AVE 1,123,Standard,1977,2,650000,705000,677500,1355000
2015-07,ANG MO KIO,4 ROOM,307A,ANG MO KIO AVE 1,95,Model A,2012,5,625000,668000,643200,3216000
2016-03,ANG MO KIO,4 ROOM,307B,ANG MO KIO AVE 1,97,Model A,2012,1,665000,665000,665000,665000
2016-06,ANG MO KIO,4 ROOM,307C,ANG MO KIO AVE 1,88,Model A,2012,3,415000,650000,561667,1685000
2015-06,ANG MO KIO,3 ROOM,308A,ANG MO KIO AVE 1,70,Model A,2012,8,400000,732888,493222,3945776
2015-07,ANG MO KIO,3 ROOM,308B,ANG MO KIO AVE 1,70,Model A,2012,7,452000,600000,488571,3420000
2015-06,ANG MO KIO,4 ROOM,310A,ANG MO KIO AVE 1,95,Model A,2012,9,578000,888000,775767,6981900
2015-06,ANG MO KIO,4 ROOM,310B,ANG MO KIO AVE 1,87,Model A,2012,10,640000,910000,788989,7889888
2015-07,ANG MO KIO,3 ROOM,310C,ANG MO KIO AVE 1,70,Model A,2012,6,430000,730000,592000,3552000
2015-04,ANG MO KIO,3 ROOM,319,ANG MO KIO AVE 1,73,New Generation,1977,6,360000,472000,391815,2350888
2016-02,ANG MO KIO,4 ROOM,320,ANG MO KIO AVE 1,98,New Generation,1977,2,400000,505000,452500,905000
2015-02,ANG MO KIO,3 ROOM,321,ANG MO KIO AVE 1,73,New Generation,1977,4,315000,355000,337000,1348000
2015-04,ANG MO KIO,3 ROOM,330,ANG MO KIO AVE 1,68,New Generation,1981,7,285000,780000,396286,2774000
2015-01,ANG MO KIO,3 ROOM,331,ANG MO KIO AVE 1,68,New Generation,1981,9,305000,460000,352667,3174000
2015-01,ANG MO KIO,3 ROOM,332,ANG MO KIO AVE 1,68,New Generation,1981,7,283000,330000,313714,2196000
2015-01,ANG MO KIO,3 ROOM,333,ANG MO KIO AVE 1,68,New Generation,1981,7,293000,340000,329000,2303000
2015-10,ANG MO KIO,4 ROOM,334,ANG MO KIO AVE 1,92,New Generation,1982,2,415000,440000,427500,855000
2015-03,ANG MO KIO,4 ROOM,335,ANG MO KIO AVE 1,91,New Generation,1982,5,466000,510000,483178,2415888
2015-10,ANG MO KIO,4 ROOM,336,ANG MO KIO AVE 1,91,New Generation,1982,3,427000,480000,457333,1372000
2016-04,ANG MO KIO,4 ROOM,337,ANG MO KIO AVE 1,91,New Generation,1982,1,480000,480000,480000,480000
2015-04,ANG MO KIO,5 ROOM,401,ANG MO KIO AVE 10,119,Improved,1979,2,572000,598000,585000,1170000
2015-12,ANG MO KIO,5 ROOM,402,ANG MO KIO AVE 10,119,Improved,1979,2,568000,573000,570500,1141000
2015-04,ANG MO KIO,3 ROOM,403,ANG MO KIO AVE 10,67,New Generation,1979,4,295000,396888,338722,1354888
2015-08,ANG MO KIO,3 ROOM,404,ANG MO KIO AVE 10,67,New Generation,1979,10,293000,450000,329300,3293000
2015-05,ANG MO KIO,3 ROOM,405,ANG MO KIO AVE 10,67,New Generation,1979,7,305000,445000,341571,2391000
2015-06,ANG MO KIO,2 ROOM,406,ANG MO KIO AVE 10,44,Improved,1979,7,220000,242000,231714,1622000
2015-01,ANG MO KIO,4 ROOM,412,ANG MO KIO AVE 10,92,New Generation,1979,3,385000,460000,426667,1280000
2015-11,ANG MO KIO,4 ROOM,413,ANG MO KIO AVE 10,92,New Generation,1979,2,407000,485000,446000,892000
2015-07,ANG MO KIO,4 ROOM,414,ANG MO KIO AVE 10,92,New Generation,1979,7,430000,470000,442984,3100888
2015-01,ANG MO KIO,4 ROOM,415,ANG MO KIO AVE 10,92,New Generation,1979,5,438000,480000,460200,2301000
2015-10,ANG MO KIO,3 ROOM,416,ANG MO KIO AVE 10,89,New Generation,1979,7,333000,400000,363543,2544800
2015-09,ANG MO KIO,3 ROOM,417,ANG MO KIO AVE 10,74,New Generation,1979,10,305000,390000,358389,3583888
2015-01,ANG MO KIO,4 ROOM,418,ANG MO KIO AVE 10,99,New Generation,1979,11,287000,486888,350980,3860776
2015-02,ANG MO KIO,3 ROOM,419,ANG MO KIO AVE 10,89,New Generation,1979,4,288888,495000,376569,1506276
2015-01,ANG MO KIO,3 ROOM,421,ANG MO KIO AVE 10,74,New Generation,1979,8,325000,843000,413250,3306000
2015-07,ANG MO KIO,5 ROOM,431,ANG MO KIO AVE 10,119,Improved,1979,2,559000,670000,614500,1229000
2015-01,ANG MO KIO,4 ROOM,432,ANG MO KIO AVE 10,92,New Generation,1979,4,333000,475000,372750,1491000
2015-02,ANG MO KIO,3 ROOM,433,ANG MO KIO AVE 10,67,New Generation,1979,10,305000,790000,381100,3811000
2015-01,ANG MO KIO,3 ROOM,434,ANG MO KIO AVE 10,67,New Generation,1979,13,295000,770000,364207,4734688
2015-03,ANG MO KIO,3 ROOM,435,ANG MO KIO AVE 10,67,New Generation,1979,11,296000,463000,339345,3732800
2015-12,ANG MO KIO,4 ROOM,436,ANG MO KIO AVE 10,92,New Generation,1979,3,440000,466500,455500,1366500
2015-07,ANG MO KIO,5 ROOM,437,ANG MO KIO AVE 10,119,Improved,1979,2,608000,630000,619000,1238000
2015-03,ANG MO KIO,4 ROOM,438,ANG MO KIO AVE 10,92,New Generation,1979,6,425000,475000,459413,2756476
2015-01,ANG MO KIO,5 ROOM,439,ANG MO KIO AVE 10,119,Improved,1979,6,610000,680000,651833,3911000
2015-10,ANG MO KIO,3 ROOM,440,ANG MO KIO AVE 10,67,New Generation,1979,3,288000,320000,307667,923000
2015-04,ANG MO KIO,3 ROOM,441,ANG MO KIO AVE 10,67,New Generation,1979,1,322000,322000,322000,322000
2015-01,ANG MO KIO,3 ROOM,442,ANG MO KIO AVE 10,67,New Generation,1979,5,323000,395000,340400,1702000
2015-02,ANG MO KIO,3 ROOM,443,ANG MO KIO AVE 10,67,New Generation,1979,15,303000,390000,322639,4839588
2015-03,ANG MO KIO,3 ROOM,444,ANG MO KIO AVE 10,67,New Generation,1979,11,280000,470000,337353,3710888
2015-02,ANG MO KIO,3 ROOM,445,ANG MO KIO AVE 10,67,New Generation,1979,11,300000,480000,351899,3870888
2015-01,ANG MO KIO,3 ROOM,446,ANG MO KIO AVE 10,68,New Generation,1979,1,290000,290000,290000,290000
2015-03,ANG MO KIO,3 ROOM,448,ANG MO KIO AVE 10,68,New Generation,1979,1,300000,300000,300000,300000
2016-06,ANG MO KIO,3 ROOM,449,ANG MO KIO AVE 10,68,New Generation,1979,1,308000,308000,308000,308000
2015-09,ANG MO KIO,3 ROOM,450,ANG MO KIO AVE 10,68,New Generation,1979,1,288000,288000,288000,288000
2015-07,ANG MO KIO,3 ROOM,452,ANG MO KIO AVE 10,68,New Generation,1979,2,278000,350000,314000,628000
2015-06,ANG MO KIO,3 ROOM,453,ANG MO KIO AVE 10,68,New Generation,1979,1,305000,305000,305000,305000
2015-04,ANG MO KIO,3 ROOM,456,ANG MO KIO AVE 10,75,New Generation,1980,4,338000,450000,384500,1538000
2015-02,ANG MO KIO,3 ROOM,457,ANG MO KIO AVE 10,74,New Generation,1980,7,312000,458000,340143,2381000
2015-10,ANG MO KIO,5 ROOM,458,ANG MO KIO AVE 10,120,Improved,1980,2,618000,648000,633000,1266000
2015-06,ANG MO KIO,5 ROOM,459,ANG MO KIO AVE 10,120,Improved,1980,3,585000,620000,604333,1813000
2015-06,ANG MO KIO,5 ROOM,460,ANG MO KIO AVE 10,120,Improved,1980,7,555000,700000,644198,4509388
2015-07,ANG MO KIO,3 ROOM,461,ANG MO KIO AVE 10,68,New Generation,1980,7,280000,434000,330143,2311000
2015-02,ANG MO KIO,3 ROOM,462,ANG MO KIO AVE 10,68,New Generation,1980,7,290000,800888,390698,2734888
2015-07,ANG MO KIO,3 ROOM,463,ANG MO KIO AVE 10,68,New Generation,1980,6,293888,365000,321148,1926888
2016-04,ANG MO KIO,3 ROOM,464,ANG MO KIO AVE 10,75,New Generation,1980,1,320000,320000,320000,320000
2015-05,ANG MO KIO,3 ROOM,465,ANG MO KIO AVE 10,68,New Generation,1980,6,293000,462000,353815,2122888
2015-07,ANG MO KIO,3 ROOM,466,ANG MO KIO AVE 10,67,New Generation,1984,8,280000,468000,356875,2855000
2015-01,ANG MO KIO,4 ROOM,468,ANG MO KIO AVE 10,92,New Generation,1979,5,268000,438000,306800,1534000
2015-11,ANG MO KIO,4 ROOM,470,ANG MO KIO AVE 10,92,New Generation,1979,3,418000,458000,432000,1296000
2015-01,ANG MO KIO,3 ROOM,471,ANG MO KIO AVE 10,67,New Generation,1979,8,290000,422888,334736,2677888
2015-04,ANG MO KIO,4 ROOM,472,ANG MO KIO AVE 10,92,New Generation,1979,4,405000,465000,439700,1758800
