month,town,flat_type,block,street_name,floor_area_sqm,flat_model,lease_commence_date,num_transactions,min_price,max_price,avg_price,total_price
2004-05,SEMBAWANG,5 ROOM,353A,ADMIRALTY DR,113,Improved,2002,33,244000,536000,338421,11167888
2005-01,SEMBAWANG,5 ROOM,353B,ADMIRALTY DR,110,Improved,2002,42,228500,510000,344114,14452800
2005-04,SEMBAWANG,5 ROOM,353C,ADMIRALTY DR,110,Improved,2002,30,251000,498000,358500,10755000
2005-09,SEMBAWANG,4 ROOM,354A,ADMIRALTY DR,93,Model A,2002,33,225000,512000,340242,11228000
2005-04,SEMBAWANG,5 ROOM,354B,ADMIRALTY DR,110,Improved,2001,36,228000,500000,341658,12299676
2005-05,SEMBAWANG,5 ROOM,354C,ADMIRALTY DR,113,Improved,2001,24,232000,461000,313625,7527000
2005-11,SEMBAWANG,EXECUTIVE,354D,ADMIRALTY DR,126,Apartment,2002,19,337000,553000,433053,8228000
2004-10,SEMBAWANG,4 ROOM,356A,ADMIRALTY DR,94,Premium Apartment,2001,38,221000,448000,310429,11796300
2004-08,SEMBAWANG,4 ROOM,356B,ADMIRALTY DR,95,Premium Apartment,2001,33,220000,500000,341618,11273400
2004-07,SEMBAWANG,4 ROOM,356C,ADMIRALTY DR,95,Premium Apartment,2001,41,198000,550000,323832,13277100
2004-12,SEMBAWANG,4 ROOM,357,ADMIRALTY DR,96,Premium Apartment,2001,36,223000,470000,303807,10937050
2004-02,SEMBAWANG,5 ROOM,357A,ADMIRALTY DR,110,Premium Apartment,2001,40,207750,535000,333053,13322138
2004-11,SEMBAWANG,4 ROOM,357B,ADMIRALTY DR,95,Premium Apartment,2001,36,223000,493000,328088,11811168
2004-12,SEMBAWANG,4 ROOM,357C,ADMIRALTY DR,95,Premium Apartment,2001,32,200000,445000,298375,9548000
2005-02,SEMBAWANG,4 ROOM,359,ADMIRALTY DR,94,Premium Apartment,2001,34,227000,500000,321467,10929888
2005-01,SEMBAWANG,4 ROOM,359A,ADMIRALTY DR,95,Premium Apartment,2001,33,228000,464000,317221,10468300
2005-03,SEMBAWANG,5 ROOM,359B,ADMIRALTY DR,111,Premium Apartment,2001,32,225000,498000,316525,10128800
2005-03,SEMBAWANG,4 ROOM,359C,ADMIRALTY DR,95,Premium Apartment,2001,29,208880,454000,327354,9493268
2004-12,SEMBAWANG,4 ROOM,360A,ADMIRALTY DR,94,Premium Apartment,2001,32,222000,486050,307154,9828938
2004-05,SEMBAWANG,4 ROOM,360B,ADMIRALTY DR,95,Premium Apartment,2001,40,218000,535000,312072,12482888
2004-06,SEMBAWANG,4 ROOM,360C,ADMIRALTY DR,95,Premium Apartment,2001,41,215000,437000,308009,12628388
2004-03,SEMBAWANG,4 ROOM,467,ADMIRALTY DR,102,Premium Apartment,2001,68,214188,507000,319079,21697352
2005-03,SEMBAWANG,4 ROOM,467A,ADMIRALTY DR,102,Premium Apartment,2001,62,220000,505000,313616,19444200
2005-02,SEMBAWANG,4 ROOM,467B,ADMIRALTY DR,102,Premium Apartment,2001,56,218000,490000,308386,17269600
2005-02,SEMBAWANG,EXECUTIVE,468A,ADMIRALTY DR,137,Premium Apartment,2001,36,250000,495000,368306,13259000
2005-09,SEMBAWANG,EXECUTIVE,468B,ADMIRALTY DR,137,Premium Apartment,2001,30,252000,518000,355500,10665000
2005-07,SEMBAWANG,5 ROOM,468C,ADMIRALTY DR,118,Premium Apartment,2001,28,248000,530000,396260,11095288
2005-02,SEMBAWANG,5 ROOM,468D,ADMIRALTY DR,118,Premium Apartment,2001,23,260000,525000,367508,8452688
2005-01,SEMBAWANG,4 ROOM,469,ADMIRALTY DR,102,Premium Apartment,2001,55,212000,448000,305749,16816200
2005-04,SEMBAWANG,4 ROOM,469A,ADMIRALTY DR,102,Premium Apartment,2001,59,225000,511000,322952,19054188
2005-03,SEMBAWANG,4 ROOM,469B,ADMIRALTY DR,102,Premium Apartment,2001,67,209000,522000,324972,21773100
2004-09,SEMBAWANG,4 ROOM,401,ADMIRALTY LINK,90,Model A,2001,43,207000,440000,305532,13137888
2004-11,SEMBAWANG,4 ROOM,402,ADMIRALTY LINK,90,Model A,2001,40,170000,442000,316172,12646888
2004-08,SEMBAWANG,4 ROOM,403,ADMIRALTY LINK,90,Model A,2001,31,190000,455000,287150,8901637
2005-02,SEMBAWANG,4 ROOM,404,ADMIRALTY LINK,91,Model A,2001,42,202000,425000,277507,11655300
2004-06,SEMBAWANG,4 ROOM,405,ADMIRALTY LINK,90,Model A2,2001,63,188000,380000,255222,16078966
2006-09,SEMBAWANG,4 ROOM,482,ADMIRALTY LINK,87,Model A2,2004,41,211000,386000,292210,11980600
2008-05,SEMBAWANG,5 ROOM,483,ADMIRALTY LINK,110,Improved,2004,41,273000,453000,359266,14729888
2006-12,SEMBAWANG,5 ROOM,484,ADMIRALTY LINK,110,Improved,2003,77,215000,446000,320267,24660576
2006-09,SEMBAWANG,4 ROOM,485,ADMIRALTY LINK,85,Model A2,2003,59,204000,397000,262339,15478000
2006-12,SEMBAWANG,4 ROOM,486,ADMIRALTY LINK,91,Model A,2004,48,206000,457500,309689,14865076
2006-10,SEMBAWANG,4 ROOM,491,ADMIRALTY LINK,91,Model A,2004,60,230000,440000,323480,19408776
2007-03,SEMBAWANG,4 ROOM,492,ADMIRALTY LINK,91,Model A,2004,47,228000,450000,336365,15809168
2007-02,SEMBAWANG,4 ROOM,493,ADMIRALTY LINK,90,Model A,2004,42,235000,445000,335924,14108800
2000-01,KALLANG/WHAMPOA,5 ROOM,101,AH HOOD RD,118,Improved,1981,35,340000,615000,412223,14427800
2000-03,KALLANG/WHAMPOA,5 ROOM,103,AH HOOD RD,118,Improved,1981,23,360000,545000,425065,9776500
2000-01,GEYLANG,3 ROOM,101,ALJUNIED CRES,67,New Generation,1978,94,135000,357000,205449,19312189
2000-01,GEYLANG,3 ROOM,102,ALJUNIED CRES,67,New Generation,1978,59,131000,425000,210495,12419200
2000-01,GEYLANG,4 ROOM,104,ALJUNIED CRES,92,New Generation,1978,35,228000,470000,303325,10616388
2000-02,GEYLANG,5 ROOM,105,ALJUNIED CRES,121,Improved,1979,20,270000,485000,359350,7187000
2000-01,GEYLANG,3 ROOM,106,ALJUNIED CRES,67,New Generation,1979,74,147000,456000,217782,16115868
2000-08,GEYLANG,4 ROOM,107,ALJUNIED CRES,91,New Generation,1981,27,227000,458000,312130,8427500
2000-01,GEYLANG,3 ROOM,108,ALJUNIED CRES,68,New Generation,1981,67,138000,581000,215709,14452500
2000-02,GEYLANG,2 ROOM,109,ALJUNIED CRES,45,Improved,1986,109,75000,333800,158896,17319700
2000-02,GEYLANG,5 ROOM,110,ALJUNIED CRES,121,Improved,1980,31,251000,550000,380954,11809576
2000-01,GEYLANG,3 ROOM,111,ALJUNIED CRES,67,New Generation,1978,58,136500,411000,220272,12775800
2000-02,GEYLANG,3 ROOM,112,ALJUNIED CRES,67,New Generation,1980,47,143000,580000,225954,10619818
2000-05,GEYLANG,3 ROOM,95,ALJUNIED CRES,65,Improved,1975,79,140000,352000,206952,16349176
2005-06,GEYLANG,2 ROOM,96,ALJUNIED CRES,45,Improved,1979,26,100000,237000,174923,4548000
2000-02,GEYLANG,3 ROOM,97,ALJUNIED CRES,65,Improved,1975,68,137000,500000,213596,14524500
2000-01,GEYLANG,3 ROOM,98,ALJUNIED CRES,65,Improved,1975,60,138000,548000,215044,12902660
2000-03,GEYLANG,3 ROOM,99,ALJUNIED CRES,67,New Generation,1978,77,138000,448000,219289,16885263
2000-01,GEYLANG,5 ROOM,125,ALJUNIED RD,121,Improved,1983,25,302500,585000,403980,10099500
2000-01,GEYLANG,5 ROOM,126,ALJUNIED RD,121,Improved,1983,29,325000,598000,401493,11643300
2005-04,SENGKANG,4 ROOM,301A,ANCHORVALE DR,90,Model A,2001,20,241500,507000,341075,6821500
2005-07,SENGKANG,5 ROOM,301B,ANCHORVALE DR,110,Improved,2001,30,228000,525000,329080,9872388
2005-10,SENGKANG,4 ROOM,301C,ANCHORVALE DR,90,Model A,2001,36,230000,493888,334682,12048538
2005-09,SENGKANG,5 ROOM,301D,ANCHORVALE DR,110,Improved,2001,26,233000,450000,341423,8877000
2006-09,SENGKANG,4 ROOM,319A,ANCHORVALE DR,90,Model A,2002,29,243000,538000,366172,10619000
2005-09,SENGKANG,5 ROOM,319B,ANCHORVALE DR,110,Improved,2002,43,220000,543000,358753,15426388
2006-03,SENGKANG,5 ROOM,319C,ANCHORVALE DR,110,Improved,2002,43,234500,551000,372774,16029276
2005-11,SENGKANG,4 ROOM,320A,ANCHORVALE DR,87,Model A2,2002,22,219000,405000,289927,6378398
2006-01,SENGKANG,4 ROOM,320B,ANCHORVALE DR,90,Model A,2002,24,224000,485000,346824,8323776
2006-11,SENGKANG,EXECUTIVE,320C,ANCHORVALE DR,125,Apartment,2002,11,350000,620000,504364,5548000
2006-03,SENGKANG,5 ROOM,320D,ANCHORVALE DR,110,Improved,2002,20,262500,580000,396069,7921388
2006-03,SENGKANG,5 ROOM,321A,ANCHORVALE DR,110,Improved,2002,26,240000,540000,378404,9838500
2005-12,SENGKANG,4 ROOM,321B,ANCHORVALE DR,90,Model A,2002,36,220000,548000,350953,12634300
2005-08,SENGKANG,5 ROOM,321C,ANCHORVALE DR,110,Improved,2002,27,228000,542000,349382,9433301
2005-07,SENGKANG,4 ROOM,322A,ANCHORVALE DR,86,Model A2,2002,43,220000,450000,310156,13336696
2005-11,SENGKANG,4 ROOM,322B,ANCHORVALE DR,91,Model A,2002,19,245000,565000,372316,7074000
2005-09,SENGKANG,5 ROOM,322C,ANCHORVALE DR,110,Improved,2002,17,225000,426000,337206,5732500
2005-06,SENGKANG,4 ROOM,311A,ANCHORVALE LANE,90,Premium Apartment,2002,36,220000,500000,343653,12371500
2006-04,SENGKANG,4 ROOM,311B,ANCHORVALE LANE,95,Premium Apartment,2002,40,242000,506000,348650,13945980
2005-03,SENGKANG,5 ROOM,311C,ANCHORVALE LANE,111,Premium Apartment,2002,33,230000,495000,332581,10975188
2006-03,SENGKANG,4 ROOM,311D,ANCHORVALE LANE,95,Premium Apartment,2002,36,232000,478000,341727,12302164
2007-08,SENGKANG,5 ROOM,312A,ANCHORVALE LANE,113,Premium Apartment,2002,25,320000,570000,436408,10910200
2006-02,SENGKANG,5 ROOM,312B,ANCHORVALE LANE,113,Premium Apartment,2002,36,285000,600000,452787,16300334
2004-08,SENGKANG,5 ROOM,302A,ANCHORVALE LINK,110,Improved,2001,21,240000,493000,345209,7249388
2010-02,SENGKANG,EXECUTIVE,302C,ANCHORVALE LINK,130,Apartment,2001,3,496000,617000,546667,1640000
2006-07,SENGKANG,EXECUTIVE,302D,ANCHORVALE LINK,130,Apartment,2001,5,350000,588000,503200,2516000
2005-01,SENGKANG,4 ROOM,303A,ANCHORVALE LINK,90,Model A,2001,40,222000,490000,328710,13148388
2004-11,SENGKANG,4 ROOM,303B,ANCHORVALE LINK,86,Model A2,2001,73,207800,450000,277359,20247198
2005-03,SENGKANG,4 ROOM,303C,ANCHORVALE LINK,88,Model A2,2001,62,200000,428000,280184,17371388
2005-11,SENGKANG,4 ROOM,304A,ANCHORVALE LINK,90,Model A,2002,39,220000,548000,350177,13656888
2005-09,SENGKANG,4 ROOM,304B,ANCHORVALE LINK,90,Model A,2001,30,225000,485000,338923,10167688
2005-07,SENGKANG,4 ROOM,305A,ANCHORVALE LINK,90,Model A,2002,32,230000,435000,324931,10397800
2005-08,SENGKANG,4 ROOM,305B,ANCHORVALE LINK,90,Model A,2001,28,215000,462888,339406,9503364
2005-07,SENGKANG,4 ROOM,305C,ANCHORVALE LINK,90,Model A,2001,38,233000,495000,338566,12865500
2005-06,SENGKANG,5 ROOM,305D,ANCHORVALE LINK,110,Improved,2002,32,200000,490000,325959,10430688
2005-11,SENGKANG,4 ROOM,306A,ANCHORVALE LINK,90,Model A,2002,28,191000,538000,355042,9941164
2008-10,SENGKANG,EXECUTIVE,306B,ANCHORVALE LINK,128,Apartment,2001,8,455000,575000,523500,4188000
2005-07,SENGKANG,4 ROOM,306C,ANCHORVALE LINK,90,Model A,2002,53,220000,525000,330151,17498000
2006-07,SENGKANG,5 ROOM,314A,ANCHORVALE LINK,110,Premium Apartment,2003,27,262000,515000,387370,10459000
